title,link,description
"Ukraine: Russia has attacked schools and hospitals, says deputy PM",https://www.bbc.co.uk/news/world-europe-60638042?at_medium=RSS&at_campaign=KARANGA,"Meanwhile, the UN says more than 1.5m people have now fled Ukraine since Russia invaded on 24 February."
"Ukraine war: Residents run from Russian shelling in Irpin, near Kyiv",https://www.bbc.co.uk/news/world-europe-60637845?at_medium=RSS&at_campaign=KARANGA,"People are seen dropping to the ground as the town, just outside Kyiv, is attacked again."
Protests across Russia see thousands detained,https://www.bbc.co.uk/news/world-europe-60640204?at_medium=RSS&at_campaign=KARANGA,"People have been held in 53 cities, from St Petersburg in the west to Vladivostok in the east."
Shell defends 'difficult' decision to buy Russian crude oil,https://www.bbc.co.uk/news/business-60638255?at_medium=RSS&at_campaign=KARANGA,"The oil giant confirmed it made a purchase of Russian crude oil on Friday but said it had ""no alternative""."
War in Ukraine: Russian invasion fuels Finnish support for Nato,https://www.bbc.co.uk/news/world-europe-60626536?at_medium=RSS&at_campaign=KARANGA,President Putin's devastating attack on Ukraine leaves countries in the region worried about their future.
War in Ukraine: Zelensky urges Ukrainians to go on the offensive,https://www.bbc.co.uk/news/world-europe-60636337?at_medium=RSS&at_campaign=KARANGA,"In a rallying cry, the Ukrainian president says the country has withstood the invasion ""together""."
War in Ukraine: Thousands march in Kherson against occupiers,https://www.bbc.co.uk/news/world-europe-60632587?at_medium=RSS&at_campaign=KARANGA,The Black Sea port is Ukraine's only big city to have been captured by Russia in the war so far.
Queretaro v Atlas: At least 22 injured as fans fight at Mexican match,https://www.bbc.co.uk/sport/football/60637196?at_medium=RSS&at_campaign=KARANGA,At least 22 people are injured as violence breaks out among the crowd at a top-flight match in Mexico.
Putin says sanctions over Ukraine are like a declaration of war,https://www.bbc.co.uk/news/world-europe-60633482?at_medium=RSS&at_campaign=KARANGA,The Russian president also warned against any attempt to impose a no-fly zone over Ukraine.
Ukraine invasion: Residents under siege in Mariupol clear out shopping mall,https://www.bbc.co.uk/news/world-europe-60634735?at_medium=RSS&at_campaign=KARANGA,"Local officials say residents are in dire need of food, water and medicine due to Russia's blockade."
War in Ukraine: Citizens evacuate town of Irpin as homes are destroyed,https://www.bbc.co.uk/news/world-europe-60632974?at_medium=RSS&at_campaign=KARANGA,Crowds are leaving the town of Irpin outside Kyiv as Russian shelling strikes residential areas.
Why Indian fathers are embracing paternity leave,https://www.bbc.co.uk/news/world-asia-india-60491095?at_medium=RSS&at_campaign=KARANGA,The pandemic and changing family structures have highlighted how young parents are struggling with childcare.
BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread',https://www.bbc.co.uk/news/world-europe-60633888?at_medium=RSS&at_campaign=KARANGA,"In the second week of war, the BBC's Ukrainian editor says empty shelves are an increasing reality."
"From Grozny to Aleppo to Ukraine, Russia meets resistance with more firepower",https://www.bbc.co.uk/news/world-europe-60631433?at_medium=RSS&at_campaign=KARANGA,"Russia answers resistance with big guns and sieges. Ukrainians pray that will not happen to them, writes the BBC's Jeremy Bowen in Kyiv."
The young Ukrainians battling pro-Russian trolls,https://www.bbc.co.uk/news/blogs-trending-60596133?at_medium=RSS&at_campaign=KARANGA,Conspiracy theories and trolls are adding to the chaos of war.
European peace seems as fragile as ever,https://www.bbc.co.uk/news/world-60622772?at_medium=RSS&at_campaign=KARANGA,"The shifting of European history's tectonic plates is not really that unexpected, explains Kevin Connolly."
Why doesn't Ukraine attack the Russian convoy? And other questions,https://www.bbc.co.uk/news/world-60617145?at_medium=RSS&at_campaign=KARANGA,Correspondents and experts answer questions from readers on the BBC News website
Russia oligarchs: The mega-rich men facing global sanctions,https://www.bbc.co.uk/news/uk-60593022?at_medium=RSS&at_campaign=KARANGA,President Putin has for years warned Russia's richest to protect themselves against sanctions.
"Ukraine war: Don't be afraid of Putin, Kyiv residents say",https://www.bbc.co.uk/news/world-europe-60637840?at_medium=RSS&at_campaign=KARANGA,This couple in Kyiv tells the BBC they are confident that Ukraine will survive Russia's invasion.
War in Ukraine: Russian helicopter shot down by missile,https://www.bbc.co.uk/news/world-europe-60630352?at_medium=RSS&at_campaign=KARANGA,"The video, shared by Ukrainian armed forces, shows the helicopter being hit by a missile."
Ukraine war: President Zelensky invites Elon Musk to visit,https://www.bbc.co.uk/news/world-europe-60637841?at_medium=RSS&at_campaign=KARANGA,Ukraine's president was thanking the tech entrepreneur for supplying Starlink equipment to the country.
War in Ukraine: Thousands of pro-Russia Serbs march in Belgrade,https://www.bbc.co.uk/news/world-europe-60630351?at_medium=RSS&at_campaign=KARANGA,"Flags and flares are paraded through the Serbian capital, as marchers show support for Moscow."
Ukraine: Russians still bombing Mariupol despite ceasefire - deputy mayor,https://www.bbc.co.uk/news/world-europe-60630182?at_medium=RSS&at_campaign=KARANGA,Serhiy Orlov tells the BBC that attacks are still happening despite a ceasefire being agreed.
