title,link,description
Russian soldier pleads guilty in first war crimes trial of Ukraine conflict,https://www.bbc.co.uk/news/world-europe-61496428?at_medium=RSS&at_campaign=KARANGA,"The 21-year-old admits killing an unarmed civilian, in Ukraine's first war crimes trial since war began."
Pennsylvania primary: Trump-backed 'Dr Oz' in cliffhanger vote count,https://www.bbc.co.uk/news/world-us-canada-61489046?at_medium=RSS&at_campaign=KARANGA,Celebrity surgeon Mehmet Oz's bid to become the next Republican senator from Pennsylvania is in jeopardy.
AG Perarivalan: India top court frees killer of ex-PM Rajiv Gandhi,https://www.bbc.co.uk/news/world-asia-india-61489494?at_medium=RSS&at_campaign=KARANGA,AG Perarivalan spent 30 years in jail for procuring batteries used in the bomb to kill India's former PM.
US Soccer equal-pay deal could 'change game globally',https://www.bbc.co.uk/sport/football/61492703?at_medium=RSS&at_campaign=KARANGA,"An equal-pay agreement between the United States men's and women's teams has been hailed as potentially ""changing the game around the world""."
McDonald's and Wendy's sued for burger ads that mislead on size,https://www.bbc.co.uk/news/business-61497812?at_medium=RSS&at_campaign=KARANGA,A lawsuit accuses the firms of advertising burgers that look bigger than they actually are.
"China Eastern plane crash likely intentional, US reports say",https://www.bbc.co.uk/news/business-61488976?at_medium=RSS&at_campaign=KARANGA,Flight data reportedly indicates someone in the cockpit made the China Eastern Airlines jet crash.
Cyclone Yakecan batters Uruguay and Brazil,https://www.bbc.co.uk/news/world-latin-america-61477708?at_medium=RSS&at_campaign=KARANGA,At least two people are dead and hundreds of thousands have been left without electricity.
Gambler to pay back Japanese Covid-19 fund he spent,https://www.bbc.co.uk/news/world-asia-61490436?at_medium=RSS&at_campaign=KARANGA,The man's lawyer said his client gambled the pay-out after it was mistakenly paid to his bank account.
US military probe finds no wrongdoing in deadly Syria air strike,https://www.bbc.co.uk/news/world-us-canada-61492436?at_medium=RSS&at_campaign=KARANGA,"Dozens of people, including women and children, were killed in the 2019 strike on an IS position."
Cyclist abandons race after popping cork in eye,https://www.bbc.co.uk/sport/cycling/61490735?at_medium=RSS&at_campaign=KARANGA,Italy's Alberto Dainese is a surprise winner of stage 11 of the Giro d'Italia after Biniam Girmay was forced to abandon this year's race.
Lancet study: Pollution killed 2.3 million Indians in 2019,https://www.bbc.co.uk/news/world-asia-india-61489488?at_medium=RSS&at_campaign=KARANGA,The report found that nearly 1.6 million deaths in India were due to air pollution alone.
Ukraine war: 'I had to stay below ground for more than 60 days',https://www.bbc.co.uk/news/world-europe-61494853?at_medium=RSS&at_campaign=KARANGA,"Katerina spent more than two months beneath the besieged Azovstal steel plant in Mariupol, Ukraine."
Mariupol's Azovstal fighters: What next for Ukraine's captured soldiers,https://www.bbc.co.uk/news/world-europe-61493182?at_medium=RSS&at_campaign=KARANGA,"Ukraine wants to exchange them for Russian prisoners of war, but some in Russia want them put on trial."
Capitol riots loom large in Republican primaries,https://www.bbc.co.uk/news/world-us-canada-61497962?at_medium=RSS&at_campaign=KARANGA,Deniers of the 2020 election results are among the biggest winners of the Republican primary
Afghanistan: The secret girls school defying the Taliban,https://www.bbc.co.uk/news/world-asia-61470748?at_medium=RSS&at_campaign=KARANGA,The teachers fear being arrested or beaten after the Taliban banned most teenage girls from education.
Australia election: A simple guide,https://www.bbc.co.uk/news/world-australia-61137648?at_medium=RSS&at_campaign=KARANGA,"Australians go to the polls on 21 May, for the country's first election since 2019."
Philly Lutaaya: The Ugandan singer who led the fight against HIV prejudice,https://www.bbc.co.uk/news/world-africa-61464435?at_medium=RSS&at_campaign=KARANGA,HIV-positive Ugandan singer Philly Lutaaya was ostracised by some but his openness shifted attitudes.
Måneskin's crazy rise to fame: 'We only slept in our own beds 10 times last year',https://www.bbc.co.uk/news/entertainment-arts-61477368?at_medium=RSS&at_campaign=KARANGA,The Italian rock band relive the highs and lows of becoming a global success after winning Eurovision.
Lebanon election results raise spectre of new power struggle,https://www.bbc.co.uk/news/world-middle-east-61476714?at_medium=RSS&at_campaign=KARANGA,"Prolonged deadlock could ensue after Hezbollah's allies lost seats to their rivals, says Anna Foster."
Mariupol: Key moments in the siege of the city,https://www.bbc.co.uk/news/world-europe-61179093?at_medium=RSS&at_campaign=KARANGA,"As Ukrainian fighters are evacuated from the Azovstal steelworks, how Russia has closed in on the city."
Buffalo shooting: How far-right killers are radicalised online,https://www.bbc.co.uk/news/blogs-trending-61460468?at_medium=RSS&at_campaign=KARANGA,A movement of online extremists targets innocent people in shooting rampages that follow a similar blueprint.
Anti-abortion groups target women with misleading ads,https://www.bbc.co.uk/news/health-61320202?at_medium=RSS&at_campaign=KARANGA,Abortion providers describe a battle to put out accurate information.
Woman kidnapped as a child reunites with rescuer,https://www.bbc.co.uk/news/world-australia-61482700?at_medium=RSS&at_campaign=KARANGA,"Kathy Wrethman, from Australia, has finally come face-to-face with the man who saved her life."
China's silenced feminist: How Sophia Huang Xueqin went missing,https://www.bbc.co.uk/news/world-asia-china-61467135?at_medium=RSS&at_campaign=KARANGA,"BBC Eye investigates the disappearance of Sophia Huang Xueqin, a high-profile feminist journalist who kick-started China’s #MeToo movement."
