title,link,description
Astronauts return after China's longest crewed mission,https://www.dw.com/en/astronauts-return-after-china-s-longest-crewed-mission/a-61492653?maca=en-rss-en-all-1573-rdf,The crew of one woman and two men landed after six months aboard China's newest orbital station. Their Shenzhou-13 spacecraft is the latest mission in China's drive to become a major space power.
Twitter board adopts 'poison pill' defense to curb Musk's proposal,https://www.dw.com/en/twitter-board-adopts-poison-pill-defense-to-curb-musk-s-proposal/a-61492407?maca=en-rss-en-all-1573-rdf,"Twitter's board said they had unanimously adopted a ""poison pill"" defense in response to Elon Musk's bid for a hostile takeover. He has made an offer to buy the social media platform for more than $43 billion."
"Zelenskyy says up to 3,000 Ukrainian soldiers have died — live updates",https://www.dw.com/en/zelenskyy-says-up-to-3-000-ukrainian-soldiers-have-died-live-updates/a-61492408?maca=en-rss-en-all-1573-rdf,"President Volodoymyr Zelenskyy said between 2,500 and 3,000 Ukrainian troops have died since the conflict began while 10,000 have been wounded. Follow DW for the latest."
"Bidens report earnings of over $600,000 for tax year 2021",https://www.dw.com/en/bidens-report-earnings-of-over-600-000-for-tax-year-2021/a-61492275?maca=en-rss-en-all-1573-rdf,"The US President and his wife reported having paid $150,439 in taxes for 2021. This is equivalent to a tax rate of 24.6%. Vice President Kamala Harris and her husband earned over $1.6 million during the same period."
Ukraine war: Germany boosts military aid budget to €2 billion — as it happened,https://www.dw.com/en/ukraine-war-germany-boosts-military-aid-budget-to-€2-billion-as-it-happened/a-61483145?maca=en-rss-en-all-1573-rdf,"Berlin says it will drastically increase its budget for global military assistance, with much of it earmarked for Ukraine. Russia, meanwhile, has threatened further attacks on Kyiv."
Scores injured in Israeli-Palestinian clash in Jerusalem,https://www.dw.com/en/scores-injured-in-israeli-palestinian-clash-in-jerusalem/a-61485001?maca=en-rss-en-all-1573-rdf,"Clashes have broken out at the Al-Aqsa mosque complex. At least 152 people have been wounded, medics said. The complex is a frequent flashpoint."
Macron clashes with Le Pen over Islamic headscarf ban,https://www.dw.com/en/macron-clashes-with-le-pen-over-islamic-headscarf-ban/a-61491407?maca=en-rss-en-all-1573-rdf,The two candidates vying to be the next French president have defended their position on Muslim headscarves. The covering is already outlawed in schools and far-right candidate Marine Le Pen wants a nationwide ban.
"As global food prices soar, will the EU face food shortages?",https://www.dw.com/en/as-global-food-prices-soar-will-the-eu-face-food-shortages/a-61473745?maca=en-rss-en-all-1573-rdf,"As food prices soar, the EU looks at securing food supply within Europe and worldwide. Yet food security is not an immediate threat."
Main Paris attacks suspect apologizes to 'all victims',https://www.dw.com/en/main-paris-attacks-suspect-apologizes-to-all-victims/a-61490654?maca=en-rss-en-all-1573-rdf,"The last surviving alleged attacker, Salah A., said he hoped his apology would help the relatives of those killed. One hundred and thirty people were killed in the atrocities claimed by the ""Islamic State"" armed group."
Sri Lanka begins fuel rationing due to shortages,https://www.dw.com/en/sri-lanka-begins-fuel-rationing-due-to-shortages/a-61490997?maca=en-rss-en-all-1573-rdf,"Fuel shortages across Sri Lanka have prompted fuel rationing. For the seventh day in a row, protesters demonstrated in front of the president's office."
"Baerbock: ""No cooperation with Russian actors"" in Mali",https://www.dw.com/en/baerbock-no-cooperation-with-russian-actors-in-mali/a-61487275?maca=en-rss-en-all-1573-rdf,Are western nations all withdrawing from the mission in Mali? And how to deal with Mali's growing ties to Russia? German Foreign Minister Annalena Baerbock addressed these questions on this week's trip there.
